,price,resid_z,p_value,flag_conformal,flag_isoforest,flag_lof,votes,severity,flag
2021-10-06,224.99000549316406,-0.3287819917631945,0.6683209263854425,0,0,0,0,0,0
2021-10-07,226.47999572753906,-0.473577740574196,0.5570247933884298,0,0,0,0,0,0
2021-10-08,226.38999938964844,-0.25940033254002415,0.7374071015689513,0,0,0,0,0,0
2021-10-11,226.4499969482422,0.465219502064422,0.5676567656765676,0,0,0,0,0,0
2021-10-12,223.57000732421875,-0.4201625629154182,0.5993404781533388,0,0,0,0,0,0
2021-10-13,221.77999877929688,-0.49873964407237964,0.5411861614497528,0,0,0,0,0,0
2021-10-14,217.44000244140625,-1.7325808985316415,0.08065843621399177,0,0,0,0,0,0
2021-10-15,217.0399932861328,-1.3561202027697992,0.13980263157894737,0,0,0,0,0,0
2021-10-18,216.97999572753906,0.16091919261590884,0.8364831552999178,0,0,0,0,0,0
2021-10-19,215.97000122070312,-0.815568821349109,0.32594417077175697,0,0,0,0,0,0
2021-10-20,216.1699981689453,-0.2462339393616607,0.7514356029532404,0,0,0,0,0,0
2021-10-21,214.33999633789062,-0.44665868212622034,0.5745901639344262,0,0,0,0,0,0
2021-10-22,212.97000122070312,-0.5345255811506179,0.515970515970516,0,0,0,0,0,0
2021-10-25,212.8699951171875,-0.1644485753130195,0.8338788870703764,0,0,0,0,0,0
2021-10-26,209.80999755859375,0.8107322323358533,0.3286999182338512,0,0,0,0,0,0
2021-10-27,206.61000061035156,-0.5118439978094451,0.5285947712418301,0,0,0,0,0,0
2021-10-28,207.85000610351562,0.06999058721893713,0.9257142857142857,0,0,0,0,0,0
2021-10-29,207.02999877929688,0.04287967772597823,0.9526916802610114,0,0,0,0,0,0
2021-11-01,214.5800018310547,2.4480430431493785,0.037489812550937245,0,0,0,0,0,0
2021-11-02,212.77000427246094,-0.23235435323620113,0.7638436482084691,0,0,0,0,0,0
2021-11-03,213.3800048828125,-0.10948278120516787,0.887713588283157,0,0,0,0,0,0
2021-11-04,213.02999877929688,0.010738390932245552,0.9902439024390244,0,0,0,0,0,0
2021-11-05,224.4600067138672,0.7795715029105236,0.3371242891957758,0,0,0,0,0,0
2021-11-08,222.67999267578125,-0.2380691033794194,0.7573051948051948,0,0,0,0,0,0
2021-11-09,220.7899932861328,-0.5922328123535291,0.46634225466342255,0,0,0,0,0,0
2021-11-10,218.5,0.30869264864761653,0.6823338735818476,0,0,0,0,0,0
2021-11-11,219.3800048828125,1.0747594400449598,0.21619433198380567,0,0,0,0,0,0
2021-11-12,220.9600067138672,0.26440965158667157,0.7265372168284789,0,0,0,0,0,0
2021-11-15,233.08999633789062,2.949690417511538,0.02263540824575586,0,0,0,0,0,0
2021-11-16,225.8000030517578,-1.6874742372210352,0.09046849757673667,0,0,0,0,0,0
2021-11-17,226.6199951171875,0.5715502744899159,0.480225988700565,0,0,0,0,0,0
2021-11-18,227.25,0.4489911745348097,0.5725806451612904,0,0,0,0,0,0
2021-11-19,214.1300048828125,-3.078746040388554,0.020950846091861403,0,0,0,0,0,0
2021-11-22,209.89999389648438,-1.696233646212891,0.08776167471819646,0,0,0,0,0,0
2021-11-23,209.1300048828125,-0.5456670488026056,0.5060337892196299,0,0,0,0,0,0
2021-11-24,210.60000610351562,0.4956779345190592,0.542604501607717,0,0,0,0,0,0
2021-11-26,199.2100067138672,0.14911854913309414,0.8449799196787149,0,0,0,0,0,0
2021-11-29,198.5,-0.530461294870289,0.5184590690208668,0,0,0,0,0,0
2021-11-30,197.85000610351562,1.8673485173170679,0.06575781876503609,0,0,0,0,0,0
2021-12-01,188.19000244140625,-1.6900066937755125,0.09054487179487179,0,0,0,0,0,0
2021-12-02,202.3800048828125,2.806307468041416,0.02722177742193755,0,0,0,0,0,0
2021-12-03,198.49000549316406,-0.36017963983018936,0.644,0,0,0,0,0,0
2021-12-06,205.8800048828125,0.005839742776866353,0.9960031974420464,0,0,0,0,0,0
2021-12-07,208.8300018310547,-0.7123044149226611,0.38099041533546324,0,0,0,0,0,0
2021-12-08,211.02999877929688,0.1991503009654706,0.7932960893854749,0,0,0,0,0,0
2021-12-09,207.55999755859375,-0.41964606844615726,0.6004784688995215,0,0,0,0,0,0
2021-12-10,205.05999755859375,-1.2239751896733067,0.17211155378486057,0,0,0,0,0,0
2021-12-13,197.39999389648438,-0.5895417446216424,0.46656050955414013,0,0,0,0,0,0
2021-12-14,195.5,-0.056022205438775736,0.9411296738265712,0,0,0,0,0,0
2021-12-15,195.42999267578125,-0.42311532229925863,0.595389507154213,0,0,0,0,0,0
2021-12-16,190.7899932861328,-1.1283640423938976,0.1993645750595711,0,0,0,0,0,0
2021-12-17,192.6300048828125,1.307244791242765,0.15079365079365079,0,0,0,0,0,0
2021-12-20,188.47999572753906,0.0988700625060231,0.9008723235527359,0,0,0,0,0,0
2021-12-21,199.52000427246094,0.978235206468356,0.25752773375594296,0,0,0,0,0,0
2021-12-22,201.69000244140625,0.11328400869249623,0.8820269200316706,0,0,0,0,0,0
2021-12-23,204.22000122070312,0.025117466190501578,0.9778481012658228,0,0,0,0,0,0
2021-12-27,203.1699981689453,-1.2311003798379925,0.1691699604743083,0,0,0,0,0,0
2021-12-28,206.1300048828125,0.5626159138776543,0.4881516587677725,0,0,0,0,0,0
2021-12-29,203.66000366210938,-0.5910555384375452,0.46566692975532753,0,0,0,0,0,0
2021-12-30,202.7100067138672,-0.010497560096660037,0.9897476340694006,0,0,0,0,0,0
2021-12-31,201.32000732421875,-0.5655333187679372,0.4854215918045705,0,0,0,0,0,0
2022-01-03,207.86000061035156,1.1889425633747228,0.17716535433070865,0,0,0,0,0,0
2022-01-04,213.6300048828125,-0.07907131524710956,0.9173878835562549,0,0,0,0,0,0
2022-01-05,213.07000732421875,0.9509636168150152,0.2665094339622642,0,0,0,0,0,0
2022-01-06,211.33999633789062,-0.7291232599766432,0.36684996072270226,0,0,0,0,0,0
2022-01-07,215.5,1.0514651897962533,0.22998430141287285,0,0,0,0,0,0
2022-01-10,209.30999755859375,-1.9590566264201847,0.06274509803921569,0,0,0,0,0,0
2022-01-11,216.02000427246094,1.571450108203008,0.10658307210031348,0,0,0,0,0,0
2022-01-12,217.4499969482422,0.15256427839987688,0.8402505873140172,0,0,0,0,0,0
2022-01-13,223.89999389648438,2.0086854351291015,0.05868544600938967,0,0,0,0,0,0
2022-01-14,225.9600067138672,0.08194100037273834,0.9147771696637998,0,0,0,0,0,0
2022-01-18,225.00999450683594,0.6584258892823913,0.428125,0,0,0,0,0,0
2022-01-19,217.0800018310547,-1.2123793199804764,0.17330210772833723,0,0,0,0,0,0
2022-01-20,214.19000244140625,0.2919206129000027,0.6989079563182528,0,0,0,0,0,0
2022-01-21,205.44000244140625,-1.0268012010725946,0.24006235385814498,0,0,0,0,0,0
2022-01-24,204.1999969482422,-0.8265271539817888,0.32165109034267914,0,0,0,0,0,0
2022-01-25,204.10000610351562,0.4058925741564868,0.6147859922178989,0,0,0,0,0,0
2022-01-26,194.27000427246094,-2.851084905468568,0.026438569206842923,0,0,0,0,0,0
2022-01-27,189.75,-0.8275236573574465,0.32167832167832167,0,0,0,0,0,0
2022-01-28,190.57000732421875,-1.0653280681583872,0.2236024844720497,0,0,0,0,0,0
2022-01-31,200.24000549316406,2.730189356009374,0.030256012412723042,0,0,0,0,0,0
2022-02-01,208.33999633789062,1.8626308348851472,0.06899224806201551,0,0,0,0,0,0
2022-02-02,207.52000427246094,-0.49835468854296117,0.5453137103020914,0,0,0,0,0,0
2022-02-03,206.38999938964844,0.270496143616048,0.7236842105263158,0,0,0,0,0,0
2022-02-04,206.4499969482422,-0.13780800569385993,0.8623356535189481,0,0,0,0,0,0
2022-02-07,211.9199981689453,1.1184958985239857,0.20556414219474498,0,0,0,0,0,0
2022-02-08,213.27000427246094,-0.5203001177822707,0.5266409266409267,0,0,0,0,0,0
2022-02-09,215.86000061035156,-0.2643339262291098,0.7299382716049383,0,0,0,0,0,0
2022-02-10,218.75,1.877239996747149,0.06707787201233616,0,0,0,0,0,0
2022-02-11,212.3000030517578,-1.3368033743903152,0.14714946070878274,0,0,0,0,0,0
2022-02-14,210.0399932861328,0.7486479682203286,0.35873749037721325,0,0,0,0,0,0
2022-02-15,217.72999572753906,1.4363175437710973,0.12615384615384614,0,0,0,0,0,0
2022-02-16,218.92999267578125,-0.12651463475742158,0.8716372021521906,0,0,0,0,0,0
2022-02-17,213.5800018310547,-0.4905270443875764,0.5499231950844854,0,0,0,0,0,0
2022-02-18,209.02999877929688,-0.30452420864820207,0.6891788181120491,0,0,0,0,0,0
2022-02-22,198.74000549316406,-2.622740037488459,0.03450920245398773,0,0,0,0,0,0
2022-02-23,196.4199981689453,0.7440257364568009,0.36091954022988504,0,0,0,0,0,0
2022-02-24,198.42999267578125,-0.9006872078353537,0.29173047473200614,0,0,0,0,0,0
2022-02-25,201.47999572753906,-2.2636943624674113,0.047436878347360364,0,0,0,0,0,0
2022-02-28,205.33999633789062,-1.5339879281276205,0.11467889908256881,0,0,0,0,0,0
2022-03-01,194.91000366210938,-2.5579921541508677,0.0374331550802139,0,0,0,0,0,0
2022-03-02,197.80999755859375,0.7160313122114981,0.38702290076335877,0,0,0,0,0,0
2022-03-03,188.85000610351562,-1.9524243067459908,0.06636155606407322,0,0,0,0,0,0
2022-03-04,180.83999633789062,-2.0010269014448983,0.0625,0,0,0,0,0,0
2022-03-07,169.1699981689453,-1.8625577966502733,0.07311500380807312,0,0,0,0,0,0
2022-03-08,173.8000030517578,3.8759682171128245,0.0121765601217656,0,0,0,0,0,0
2022-03-09,178.55999755859375,-1.104617373361348,0.21520912547528517,0,0,0,0,0,0
2022-03-10,178.38999938964844,0.7390843256144384,0.371580547112462,0,0,0,0,0,0
2022-03-11,176.22999572753906,0.5158324511677472,0.5337889141989369,0,0,0,0,0,0
2022-03-14,175.52000427246094,-0.3742596411333169,0.6388467374810318,0,0,0,0,0,0
2022-03-15,179.88999938964844,0.44750692702509687,0.5815011372251706,0,0,0,0,0,0
2022-03-16,188.99000549316406,3.1564381088946,0.019696969696969695,0,0,0,0,0,0
2022-03-17,190.19000244140625,-0.5298396566643512,0.526116578349735,0,0,0,0,0,0
2022-03-18,192.8300018310547,0.5454290126905678,0.5128593040847201,0,0,0,0,0,0
2022-03-21,185.89999389648438,-3.1068664725800383,0.021164021164021163,0,0,0,0,0,0
2022-03-22,191.0399932861328,1.1020560280684049,0.21676737160120846,0,0,0,0,0,0
2022-03-23,186.0399932861328,-0.7180887331452055,0.3879245283018868,0,0,0,0,0,0
2022-03-24,189.0500030517578,-0.07543435242587102,0.9215686274509803,0,0,0,0,0,0
2022-03-25,188.9499969482422,-0.4139841341617389,0.6149208741522231,0,0,0,0,0,0
