,price,resid_z,p_value,flag_conformal,flag_isoforest,flag_lof,votes,severity,flag
2019-03-18,363.56060791015625,-1.847076779428579,0.06560283687943262,0,0,0,0,0,0
2019-03-19,364.68365478515625,0.2631388017903324,0.7769911504424779,0,0,0,0,0,0
2019-03-20,367.3497619628906,0.7340545514971186,0.39045936395759717,0,0,0,0,0,0
2019-03-21,363.9708251953125,-1.6885240298588393,0.09347442680776014,0,0,0,0,0,0
2019-03-22,353.68743896484375,-0.27474335752867995,0.7658450704225352,0,0,0,0,0,0
2019-03-25,361.783203125,1.6024363925845446,0.10896309314586995,0,0,0,0,0,0
2019-03-26,361.70513916015625,-0.700832588387384,0.42280701754385963,0,0,0,0,0,0
2019-03-27,365.4454345703125,1.1583617246268314,0.20665499124343256,0,0,0,0,0,0
2019-03-28,365.6700134277344,-0.43605782200306453,0.6258741258741258,0,0,0,0,0,0
2019-03-29,372.486572265625,0.4842235517037301,0.5881326352530541,0,0,0,0,0,0
2019-04-01,382.3695373535156,0.6059513015075841,0.4965156794425087,0,0,0,0,0,0
2019-04-02,381.5979919433594,-0.08359540222683413,0.9426086956521739,0,0,0,0,0,0
2019-04-03,375.728759765625,-0.7782286197141571,0.3559027777777778,0,0,0,0,0,0
2019-04-04,386.58831787109375,1.5595461424899286,0.11438474870017332,0,0,0,0,0,0
2019-04-05,382.7503662109375,-1.39083191782083,0.14186851211072665,0,0,0,0,0,0
2019-04-08,365.7481384277344,-3.4399034282197314,0.017271157167530225,0,0,0,0,0,0
2019-04-09,360.3965148925781,-0.3031122445369114,0.7327586206896551,0,0,0,0,0,0
2019-04-10,356.3925476074219,-0.6577852231503969,0.4612736660929432,0,0,0,0,0,0
2019-04-11,361.4902648925781,0.6908975623506265,0.43470790378006874,0,0,0,0,0,0
2019-04-12,370.7482604980469,0.86674104104133,0.3241852487135506,0,0,0,0,0,0
2019-04-15,366.6661071777344,-0.6551339888396874,0.4657534246575342,0,0,0,0,0,0
2019-04-16,372.7795104980469,0.9272363590178523,0.30256410256410254,0,0,0,0,0,0
2019-04-17,368.6778869628906,-0.7229339539981823,0.39761092150170646,0,0,0,0,0,0
2019-04-18,371.16815185546875,0.0031741958787895605,0.9982964224872232,0,0,0,0,0,0
2019-04-22,366.3829650878906,-1.118435246130114,0.21598639455782312,0,0,0,0,0,0
2019-04-23,365.2598571777344,-1.596815660861221,0.10865874363327674,0,0,0,0,0,0
2019-04-24,366.6661071777344,0.6926720380948216,0.43559322033898307,0,0,0,0,0,0
2019-04-25,373.8341979980469,1.51365284237089,0.1218274111675127,0,0,0,0,0,0
2019-04-26,371.8713073730469,-0.9335838250806957,0.30236486486486486,0,0,0,0,0,0
2019-04-29,370.1720275878906,-0.8309751265715376,0.342327150084317,0,0,0,0,0,0
2019-04-30,368.8439025878906,-0.8259229160052052,0.3434343434343434,0,0,0,0,0,0
2019-05-01,367.9747619628906,0.48123817311081846,0.6016806722689075,0,0,0,0,0,0
2019-05-02,366.9981689453125,-0.16013079225426596,0.8758389261744967,0,0,0,0,0,0
2019-05-03,367.6427001953125,-0.7446199555695437,0.3852596314907873,0,0,0,0,0,0
2019-05-06,362.89654541015625,-0.6202557977162892,0.49498327759197325,0,0,0,0,0,0
2019-05-07,348.8631286621094,-0.8730556808162405,0.32220367278797996,0,0,0,0,0,0
2019-05-08,351.3240661621094,0.21288457599160127,0.825,0,0,0,0,0,0
2019-05-09,347.8226013183594,-0.4875989912800999,0.5940099833610649,0,0,0,0,0,0
2019-05-10,348.3529357910156,-0.538842706218723,0.5614617940199336,0,0,0,0,0,0
2019-05-13,331.361083984375,-1.1077159761593989,0.21724709784411278,0,0,0,0,0,0
2019-05-14,336.93011474609375,0.07243706309416659,0.945364238410596,0,0,0,0,0,0
2019-05-15,339.4837951660156,0.3329917623678943,0.7173553719008264,0,0,0,0,0,0
2019-05-16,347.5082702636719,0.5462655535604732,0.5561056105610561,0,0,0,0,0,0
2019-05-17,348.69671630859375,1.0707456641652056,0.2355848434925865,0,0,0,0,0,0
2019-05-20,346.5064392089844,0.013390363450336475,0.9851973684210527,0,0,0,0,0,0
2019-05-21,352.36029052734375,0.4377026012420091,0.6338259441707718,0,0,0,0,0,0
2019-05-22,346.4966125488281,-0.8535556852551499,0.32459016393442625,0,0,0,0,0,0
2019-05-23,344.30633544921875,1.0124107584926887,0.265139116202946,0,0,0,0,0,0
2019-05-24,348.578857421875,0.6362779432798387,0.4820261437908497,0,0,0,0,0,0
2019-05-28,348.5592346191406,0.9934371648551635,0.27569331158238175,0,0,0,0,0,0
2019-05-29,342.58746337890625,-0.7199012518607906,0.40390879478827363,0,0,0,0,0,0
2019-05-30,343.638427734375,-0.23280062682419306,0.816260162601626,0,0,0,0,0,0
2019-05-31,335.5255432128906,-0.7647208349274355,0.3717532467532468,0,0,0,0,0,0
2019-06-03,332.8540344238281,-0.8562049145241766,0.3241491085899514,0,0,0,0,0,0
2019-06-04,338.4819641113281,-0.8357903411655684,0.3365695792880259,0,0,0,0,0,0
2019-06-05,342.53839111328125,-0.007369887667144237,0.9951534733441034,0,0,0,0,0,0
2019-06-06,344.394775390625,0.01004602037765987,0.9903225806451613,0,0,0,0,0,0
2019-06-07,347.4002380371094,-0.2565066110277388,0.7922705314009661,0,0,0,0,0,0
2019-06-10,347.4984436035156,0.1103650260970423,0.9163987138263665,0,0,0,0,0,0
2019-06-11,343.1080627441406,-0.1284857630544907,0.9004815409309791,0,0,0,0,0,0
2019-06-12,340.8490295410156,-0.6864773889791713,0.4423076923076923,0,0,0,0,0,0
2019-06-13,342.64642333984375,-0.06914292690609777,0.944,0,0,0,0,0,0
2019-06-14,340.9767150878906,-0.3774920201318773,0.6821086261980831,0,0,0,0,0,0
2019-06-17,348.578857421875,1.741725755386079,0.07814992025518341,0,0,0,0,0,0
2019-06-18,367.2993469238281,2.668794526970556,0.028662420382165606,0,0,0,0,0,0
2019-06-19,361.99554443359375,-1.2250320924580722,0.18600953895071543,0,0,0,0,0,0
2019-06-20,368.2029724121094,-0.26391799354579604,0.7777777777777778,0,0,0,0,0,0
2019-06-21,365.2171325683594,-0.19018517396153808,0.8446909667194928,0,0,0,0,0,0
2019-06-24,367.3288269042969,0.42810870968315023,0.6360759493670886,0,0,0,0,0,0
2019-06-25,362.7420349121094,-0.2525904221514549,0.7977883096366508,0,0,0,0,0,0
2019-06-26,368.2619323730469,1.2348908966118497,0.17823343848580442,0,0,0,0,0,0
2019-06-27,357.5364074707031,-2.3211779778458115,0.03307086614173228,0,0,0,0,0,0
2019-06-28,357.526611328125,-0.6794283395416394,0.449685534591195,0,0,0,0,0,0
2019-07-01,350.1110534667969,-1.8565337020512096,0.059654631083202514,0,0,0,0,0,0
2019-07-02,347.8520202636719,-0.7696849817575887,0.3652037617554859,0,0,0,0,0,0
2019-07-03,348.1565246582031,-0.6626299286995507,0.46635367762128327,0,0,0,0,0,0
2019-07-05,349.521728515625,0.4713334285473011,0.60625,0,0,0,0,0,0
2019-07-08,344.8661804199219,-0.34801232064645243,0.7098283931357254,0,0,0,0,0,0
2019-07-09,346.8011169433594,0.17716122498402637,0.8598130841121495,0,0,0,0,0,0
2019-07-10,346.025146484375,-0.28667886662626507,0.744945567651633,0,0,0,0,0,0
2019-07-11,352.6058349609375,1.1903868164524611,0.18944099378881987,0,0,0,0,0,0
2019-07-12,358.8230895996094,0.4899731898943221,0.5875968992248062,0,0,0,0,0,0
2019-07-15,355.1693115234375,-0.5732277464112076,0.5278637770897833,0,0,0,0,0,0
2019-07-16,356.2890319824219,0.4218162794256404,0.6476043276661515,0,0,0,0,0,0
2019-07-17,362.9384460449219,2.3525828835780405,0.032407407407407406,0,0,0,0,0,0
2019-07-18,354.67822265625,-2.076572871277616,0.04930662557781202,0,0,0,0,0,0
2019-07-19,370.6387939453125,3.308795744289431,0.02,0,0,0,0,0,0
2019-07-22,366.7690124511719,-0.9555057931007556,0.2857142857142857,0,0,0,0,0,0
2019-07-23,366.42523193359375,-0.861281275397968,0.3236196319018405,0,0,0,0,0,0
2019-07-24,354.9925537109375,-2.4882450998339305,0.03215926493108729,0,0,0,0,0,0
2019-07-25,341.89013671875,-2.3618461278842138,0.035168195718654434,0,0,0,0,0,0
2019-07-26,338.8551940917969,-0.8697667020780856,0.32213740458015266,0,0,0,0,0,0
2019-07-29,334.1505126953125,-0.8172003452685338,0.3490853658536585,0,0,0,0,0,0
2019-07-30,341.2713623046875,1.7602947348356073,0.0837138508371385,0,0,0,0,0,0
2019-07-31,335.10321044921875,-0.2620550767823839,0.7857142857142857,0,0,0,0,0,0
2019-08-01,328.3359680175781,-0.7875774107402119,0.36418816388467373,0,0,0,0,0,0
2019-08-02,333.5120849609375,1.7007379369383706,0.09545454545454546,0,0,0,0,0,0
2019-08-05,325.1634521484375,0.7217768859564474,0.40998487140695916,0,0,0,0,0,0
2019-08-06,326.5287170410156,-1.1170456092284513,0.2175226586102719,0,0,0,0,0,0
2019-08-07,325.477783203125,-0.41063901472297254,0.669683257918552,0,0,0,0,0,0
2019-08-08,332.4206848144531,-0.2359505076972629,0.8162650602409639,0,0,0,0,0,0
2019-08-09,333.6066589355469,0.6771481611128547,0.46015037593984964,0,0,0,0,0,0
2019-08-12,329.050537109375,0.05252971309641302,0.9579579579579579,0,0,0,0,0,0
2019-08-13,328.9714660644531,-1.0565976563726156,0.24287856071964017,0,0,0,0,0,0
2019-08-14,316.67681884765625,0.07553027363244678,0.9416167664670658,0,0,0,0,0,0
2019-08-15,324.1682434082031,1.259058164630875,0.17638266068759342,0,0,0,0,0,0
2019-08-16,326.5896301269531,-0.5565589780860289,0.5507462686567164,0,0,0,0,0,0
2019-08-19,329.8807373046875,-0.23045528831897785,0.819672131147541,0,0,0,0,0,0
2019-08-20,327.87445068359375,0.02739577453063456,0.9776785714285714,0,0,0,0,0,0
2019-08-21,336.0181579589844,1.0896872914350364,0.2288261515601783,0,0,0,0,0,0
2019-08-22,350.2697448730469,2.6176939820209433,0.02967359050445104,0,0,0,0,0,0
2019-08-23,351.8510437011719,2.3759254564887695,0.034074074074074076,0,0,0,0,0,0
2019-08-26,354.84564208984375,-0.2798504448954957,0.757396449704142,0,0,0,0,0,0
2019-08-27,350.58599853515625,-0.4016142570269246,0.6750369276218612,0,0,0,0,0,0
2019-08-28,355.7647705078125,0.5338742588413737,0.5663716814159292,0,0,0,0,0,0
2019-08-29,358.50238037109375,-0.6762554579466561,0.46097201767304863,0,0,0,0,0,0
2019-08-30,359.8366394042969,0.13226620571409906,0.8985294117647059,0,0,0,0,0,0
2019-09-03,350.2796325683594,-1.320152229347236,0.16740088105726872,0,0,0,0,0,0
2019-09-04,352.3649597167969,-0.5945115142763121,0.5175953079178885,0,0,0,0,0,0
2019-09-05,356.0909118652344,-0.0336444054048052,0.9707174231332357,0,0,0,0,0,0
2019-09-06,358.7593688964844,0.3867160528303616,0.6812865497076024,0,0,0,0,0,0
2019-09-09,354.5886535644531,-0.8505392282358823,0.33284671532846716,0,0,0,0,0,0
2019-09-10,365.1735534667969,1.9159603874343178,0.0641399416909621,0,0,0,0,0,0
2019-09-11,378.4664306640625,1.6439950235453156,0.10625909752547306,0,0,0,0,0,0
2019-09-12,371.2418518066406,-1.722283880720448,0.09447674418604651,0,0,0,0,0,0
2019-09-13,375.3235778808594,0.6112449055580127,0.5079825834542816,0,0,0,0,0,0
2019-09-16,374.4241943359375,-0.09530060155826366,0.9333333333333333,0,0,0,0,0,0
2019-09-17,379.71173095703125,0.6656974094741309,0.46888567293777134,0,0,0,0,0,0
2019-09-18,381.8959045410156,0.2207172556008228,0.8236994219653179,0,0,0,0,0,0
2019-09-19,379.94891357421875,-0.3114757346011273,0.7287157287157288,0,0,0,0,0,0
2019-09-20,374.9579162597656,-0.2765092700738751,0.7651296829971181,0,0,0,0,0,0
2019-09-23,372.6254577636719,-0.35628956569786435,0.7035971223021583,0,0,0,0,0,0
2019-09-24,377.1914978027344,1.2034475840654244,0.19540229885057472,0,0,0,0,0,0
2019-09-25,381.6883544921875,0.09289806063781704,0.9354375896700143,0,0,0,0,0,0
2019-09-26,382.37030029296875,0.09090094428989466,0.9355300859598854,0,0,0,0,0,0
2019-09-27,378.3873596191406,-0.1989476732463641,0.8412017167381974,0,0,0,0,0,0
2019-09-30,376.0252685546875,-0.7416607219915391,0.39285714285714285,0,0,0,0,0,0
2019-10-01,370.5599060058594,0.121683674102501,0.9015691868758916,0,0,0,0,0,0
2019-10-02,363.06842041015625,-0.014159137475757737,0.9829059829059829,0,0,0,0,0,0
2019-10-03,367.7234191894531,0.25936019510399416,0.7837837837837838,0,0,0,0,0,0
2019-10-04,371.3110046386719,-0.3656926606786361,0.6903409090909091,0,0,0,0,0,0
2019-10-07,372.1412048339844,0.43893977917417876,0.624113475177305,0,0,0,0,0,0
2019-10-08,369.7297058105469,0.6821728820549632,0.44192634560906513,0,0,0,0,0,0
2019-10-09,370.57965087890625,-0.48020264551936587,0.5983026874115983,0,0,0,0,0,0
2019-10-10,366.6659240722656,-1.1446014665217377,0.2076271186440678,0,0,0,0,0,0
2019-10-11,370.5401611328125,-0.14396977299066635,0.8829337094499294,0,0,0,0,0,0
2019-10-14,368.8204345703125,-0.282186175132963,0.7464788732394366,0,0,0,0,0,0
2019-10-15,366.6263732910156,-0.8890768282974751,0.30942334739803096,0,0,0,0,0,0
2019-10-16,368.0791931152344,0.31311284947305346,0.7205056179775281,0,0,0,0,0,0
2019-10-17,364.74859619140625,-0.9627622412743614,0.28330995792426367,0,0,0,0,0,0
2019-10-18,339.9813232421875,-3.9699331300332408,0.011204481792717087,0,1,0,1,1,0
2019-10-21,327.1925048828125,-2.7327330056872934,0.023776223776223775,0,0,0,0,0,0
2019-10-22,333.0631103515625,1.1183157972404325,0.2164804469273743,0,0,0,0,0,0
2019-10-23,336.522216796875,0.5670543813217425,0.5341701534170153,0,0,0,0,0,0
2019-10-24,340.5248718261719,0.40703084689588453,0.6629526462395543,0,0,0,0,0,0
2019-10-25,335.86004638671875,-0.8933908551520731,0.31154381084840055,0,0,0,0,0,0
2019-10-28,336.89776611328125,-0.1462133767795169,0.8805555555555555,0,0,0,0,0,0
2019-10-29,344.8537292480469,1.5058004685464013,0.1262135922330097,0,0,0,0,0,0
2019-10-30,342.0172424316406,-1.2553492073380248,0.1786703601108033,0,0,0,0,0,0
2019-10-31,335.9391174316406,-0.8119561699485045,0.35269709543568467,0,0,0,0,0,0
2019-11-01,341.1574401855469,0.26728930072466006,0.7762430939226519,0,0,0,0,0,0
2019-11-04,346.9884948730469,0.9524141771080552,0.2896551724137931,0,0,0,0,0,0
2019-11-05,354.1044006347656,1.4370508334881273,0.1349862258953168,0,0,0,0,0,0
2019-11-06,350.05230712890625,-0.8810549237591875,0.3204951856946355,0,0,0,0,0,0
2019-11-07,355.1966857910156,0.7190360053215114,0.41208791208791207,0,0,0,0,0,0
2019-11-08,348.92401123046875,-1.410158404634451,0.14266117969821673,0,0,0,0,0,0
2019-11-11,364.78961181640625,2.934775496060786,0.021917808219178082,0,0,0,0,0,0
2019-11-12,360.7337341308594,-0.9071548597784952,0.3091655266757866,0,0,0,0,0,0
2019-11-13,360.3559875488281,-0.13253498824084473,0.8961748633879781,0,0,0,0,0,0
2019-11-14,365.26678466796875,0.6572484557763112,0.47748976807639837,0,0,0,0,0,0
2019-11-15,369.481689453125,0.18999175606074795,0.8487738419618529,0,0,0,0,0,0
2019-11-18,367.2748107910156,-0.3164594186168,0.7197278911564626,0,0,0,0,0,0
2019-11-19,364.8293762207031,-0.23842702772527444,0.8084239130434783,0,0,0,0,0,0
2019-11-20,368.71624755859375,0.9718798833476693,0.28222523744911804,0,0,0,0,0,0
2019-11-21,364.2726745605469,-0.5327583272267146,0.5650406504065041,0,0,0,0,0,0
2019-11-22,369.1437072753906,0.6922419536566619,0.4397834912043302,0,0,0,0,0,0
2019-11-25,370.9231262207031,-0.08427161843421772,0.9391891891891891,0,0,0,0,0,0
2019-11-26,371.3008728027344,-0.1973939482106763,0.8421052631578947,0,0,0,0,0,0
2019-11-27,365.8234558105469,-1.0321648721122478,0.25471698113207547,0,0,0,0,0,0
2019-11-29,364.01422119140625,-0.07066999726821799,0.946164199192463,0,0,0,0,0,0
2019-12-02,353.07928466796875,-0.9268891088779031,0.3024193548387097,0,0,0,0,0,0
2019-12-03,349.99761962890625,0.023625299471462143,0.9825503355704698,0,0,0,0,0,0
2019-12-04,346.7767639160156,-0.9503973172732778,0.289544235924933,0,0,0,0,0,0
2019-12-05,343.6354675292969,-0.6970382402255068,0.43775100401606426,0,0,0,0,0,0
2019-12-06,351.9957275390625,1.1259724763991408,0.21122994652406418,0,0,0,0,0,0
2019-12-09,349.13275146484375,-0.08011746545282307,0.9399198931909212,0,0,0,0,0,0
2019-12-10,345.84234619140625,-0.575069809470641,0.5306666666666666,0,0,0,0,0,0
2019-12-11,347.929931640625,0.1647993813587594,0.8668442077230359,0,0,0,0,0,0
2019-12-12,344.24188232421875,-1.0172880662452628,0.261968085106383,0,0,0,0,0,0
2019-12-13,339.6492004394531,-0.7546513100742819,0.3837981407702523,0,0,0,0,0,0
2019-12-16,325.0659484863281,-2.9650195186244943,0.021220159151193633,0,0,0,0,0,0
2019-12-17,325.0659484863281,-0.03234339434218367,0.9721854304635762,0,0,0,0,0,0
2019-12-18,328.72418212890625,1.157863158800054,0.2037037037037037,0,0,0,0,0,0
2019-12-19,331.5274963378906,0.23337871357121862,0.8071334214002642,0,0,0,0,0,0
2019-12-20,326.0600280761719,-1.2954668795868358,0.16754617414248021,0,0,0,0,0,0
2019-12-23,335.5535583496094,1.4399736634118032,0.13175230566534915,0,0,0,0,0,0
2019-12-24,331.03045654296875,-0.7247818766235313,0.40657894736842104,0,0,0,0,0,0
2019-12-26,327.96868896484375,-0.8696711200712791,0.328515111695138,0,0,0,0,0,0
2019-12-27,328.1874084472656,0.21910303475350712,0.8188976377952756,0,0,0,0,0,0
2019-12-30,324.4695129394531,-0.3287616956194165,0.7116644823066841,0,0,0,0,0,0
2019-12-31,323.83331298828125,-0.08985886425995517,0.9332460732984293,0,0,0,0,0,0
2020-01-02,331.34857177734375,0.34327088394418365,0.7045751633986929,0,0,0,0,0,0
2020-01-03,330.7919006347656,0.05242886620374477,0.9569190600522193,0,0,0,0,0,0
2020-01-06,331.7660827636719,0.0732317370481222,0.940026075619296,0,0,0,0,0,0
2020-01-07,335.28515625,0.9061179354247738,0.30859375,0,0,0,0,0,0
2020-01-08,329.41009521484375,-0.8590144073901286,0.33159947984395316,0,0,0,0,0,0
2020-01-09,334.3507080078125,0.7283227481605844,0.4051948051948052,0,0,0,0,0,0
2020-01-10,327.96868896484375,-0.9218083899224558,0.3035019455252918,0,0,0,0,0,0
2020-01-13,328.26690673828125,-0.24805689639203304,0.7940414507772021,0,0,0,0,0,0
2020-01-14,330.3843078613281,0.7255278651909567,0.40620957309184996,0,0,0,0,0,0
2020-01-15,327.8493957519531,-0.5526233994551008,0.5516795865633075,0,0,0,0,0,0
2020-01-16,330.036376953125,-0.013748827207849281,0.984516129032258,0,0,0,0,0,0
2020-01-17,322.2328186035156,-1.472666837592925,0.125,0,0,0,0,0,0
2020-01-21,311.5165710449219,-1.9868720011748604,0.05662805662805663,0,0,0,0,0,0
2020-01-22,307.17242431640625,-0.6133569773478738,0.506426735218509,0,0,0,0,0,0
2020-01-23,315.9104309082031,1.4315725674647786,0.13350449293966624,0,0,0,0,0,0
2020-01-24,321.1393127441406,1.2440330585920154,0.18076923076923077,0,0,0,0,0,0
2020-01-27,314.72747802734375,-0.34197851452021283,0.70550576184379,0,0,0,0,0,0
2020-01-28,314.6877136230469,-0.5175469272519739,0.571611253196931,0,0,0,0,0,0
2020-01-29,320.1153869628906,1.0686116059177306,0.23754789272030652,0,0,0,0,0,0
2020-01-30,321.3878173828125,0.0919040043847848,0.9285714285714286,0,0,0,0,0,0
2020-01-31,316.3875732421875,0.24036504974068007,0.7987261146496816,0,0,0,0,0,0
2020-02-03,314.1310119628906,-0.015724822577902857,0.9821882951653944,0,0,0,0,0,0
2020-02-04,316.0595397949219,-0.5164451139479831,0.5705209656925032,0,0,0,0,0,0
2020-02-05,327.6008605957031,1.5561974840305088,0.11548223350253807,0,0,0,0,0,0
2020-02-06,339.4106140136719,2.1414059427952377,0.049429657794676805,0,0,0,0,0,0
2020-02-07,334.75830078125,-0.4380475428907274,0.6265822784810127,0,0,0,0,0,0
2020-02-10,342.6314697265625,1.3702537370890087,0.1504424778761062,0,0,0,0,0,0
2020-02-11,342.3829345703125,0.020231573477669778,0.9810606060606061,0,0,0,0,0,0
2020-02-12,345.39501953125,0.5999799768942082,0.5132408575031526,0,0,0,0,0,0
2020-02-13,342.82000732421875,0.010996240715658327,0.9911838790931989,0,0,0,0,0,0
2020-02-14,340.489990234375,-0.4570248356008191,0.6163522012578616,0,0,0,0,0,0
2020-02-18,338.8800048828125,0.04710102908774279,0.9585427135678392,0,0,0,0,0,0
2020-02-19,338.29998779296875,0.10063366039217748,0.918444165621079,0,0,0,0,0,0
2020-02-20,336.2799987792969,0.029234775874819353,0.9699248120300752,0,0,0,0,0,0
2020-02-21,330.3800048828125,-1.071320254818514,0.23529411764705882,0,0,0,0,0,0
2020-02-24,317.8999938964844,-0.5615225840798678,0.54,0,0,0,0,0,0
2020-02-25,304.1400146484375,-0.35286648138928717,0.6966292134831461,0,0,0,0,0,0
2020-02-26,305.5899963378906,1.1344435944625697,0.21072319201995013,0,0,0,0,0,0
2020-02-27,287.760009765625,-1.1863172320373216,0.1930261519302615,0,1,1,2,2,1
2020-02-28,275.1099853515625,-2.1232839616963197,0.04975124378109453,0,0,0,0,0,0
2020-03-02,289.2699890136719,1.42397834555942,0.13788819875776398,0,1,0,1,1,0
2020-03-03,280.6199951171875,-0.6594145571723917,0.47270471464019853,0,0,0,0,0,0
2020-03-04,283.1199951171875,-2.0797852985598073,0.05328376703841388,0,0,0,0,0,0
2020-03-05,260.3699951171875,-2.250794248320998,0.04084158415841584,0,1,1,2,2,1
2020-03-06,262.3299865722656,1.146282353734414,0.2088998763906057,0,0,0,0,0,0
2020-03-09,227.1699981689453,-3.3440402761949914,0.01728395061728395,0,1,1,2,2,1
2020-03-10,231.00999450683594,-2.068277096293819,0.05795314426633785,0,1,1,2,2,1
2020-03-11,189.0800018310547,-7.584746263246707,0.0024630541871921183,1,1,1,3,3,1
2020-03-12,154.83999633789062,-2.584672550784632,0.03444034440344403,0,1,1,2,2,1
2020-03-13,170.1999969482422,-0.6700237941376271,0.4680589680589681,0,1,1,2,2,1
2020-03-16,129.61000061035156,-4.612638070600234,0.0098159509202454,1,1,1,3,3,1
2020-03-17,124.13999938964844,-6.864474290641208,0.003676470588235294,1,1,1,3,3,1
2020-03-18,101.88999938964844,-5.112756814703188,0.008567931456548347,1,1,1,3,3,1
2020-03-19,97.70999908447266,-0.789960523166371,0.37286063569682154,0,1,1,2,2,1
2020-03-20,95.01000213623047,0.1631285263457798,0.8632478632478633,0,1,1,2,2,1
2020-03-23,105.62000274658203,9.287330822330668,0.0024390243902439024,1,1,1,3,3,1
2020-03-24,127.68000030517578,4.322589237777045,0.014616321559074299,0,1,1,2,2,1
2020-03-25,158.72999572753906,6.816527572098079,0.006082725060827251,0,1,1,2,2,1
2020-03-26,180.5500030517578,0.3705289237536825,0.6865127582017011,0,1,1,2,2,1
2020-03-27,162.0,-1.016363243243616,0.2766990291262136,0,1,1,2,2,1
2020-03-30,152.27999877929688,-3.1173557167521224,0.02909090909090909,0,1,1,2,2,1
2020-03-31,149.13999938964844,1.041703179233996,0.2651331719128329,0,1,1,2,2,1
2020-04-01,130.6999969482422,-2.7687529319113557,0.03385731559854897,0,1,1,2,2,1
2020-04-02,123.2699966430664,-2.080262329660476,0.06642512077294686,0,1,1,2,2,1
2020-04-03,124.5199966430664,1.705591537188479,0.10735826296743065,0,0,1,1,1,0
2020-04-06,148.77000427246094,2.671689058816307,0.03855421686746988,0,1,1,2,2,1
2020-04-07,141.5800018310547,-0.8863268714269366,0.33574007220216606,0,1,1,2,2,1
2020-04-08,146.8699951171875,-0.6536170449117613,0.49158653846153844,0,1,1,2,2,1
2020-04-09,151.83999633789062,0.19978458318096703,0.8343337334933973,0,0,1,1,1,0
2020-04-13,147.3300018310547,-0.15687214665424024,0.8693045563549161,0,0,1,1,1,0
2020-04-14,141.0,-3.0293872056529776,0.029940119760479042,0,0,1,1,1,0
2020-04-15,145.97999572753906,3.3447374163866463,0.025119617224880382,0,0,1,1,1,0
2020-04-16,134.24000549316406,-2.9398246824154466,0.03345280764635603,0,1,1,2,2,1
2020-04-17,154.0,2.306601962130631,0.05608591885441527,0,1,1,2,2,1
2020-04-20,143.61000061035156,-0.6626348050438385,0.48390941597139453,0,1,1,2,2,1
2020-04-21,136.3300018310547,-0.07533747154690952,0.9369047619047619,0,0,1,1,1,0
2020-04-22,134.97000122070312,-1.2476448175080437,0.1985731272294887,0,0,1,1,1,0
2020-04-23,137.74000549316406,0.90698450416518,0.32779097387173395,0,0,1,1,1,0
2020-04-24,128.97999572753906,-2.364854266472706,0.051008303677342826,0,0,1,1,1,0
2020-04-27,128.67999267578125,-0.7685869690086398,0.3933649289099526,0,0,1,1,1,0
2020-04-28,131.3000030517578,0.18178746846585458,0.8520710059171598,0,0,1,1,1,0
2020-04-29,139.0,1.385809675945501,0.16548463356973994,0,0,0,0,0,0
2020-04-30,141.02000427246094,0.7273058931319979,0.42266824085005905,0,0,1,1,1,0
2020-05-01,133.3699951171875,-0.3306577190263402,0.7181603773584906,0,0,0,0,0,0
2020-05-04,131.4600067138672,0.24997502406939195,0.7938751472320377,0,0,0,0,0,0
2020-05-05,125.4000015258789,-1.670781504974707,0.1188235294117647,0,0,0,0,0,0
2020-05-06,121.86000061035156,0.4290779254480555,0.6427732079905993,0,0,0,0,0,0
2020-05-07,128.64999389648438,1.602177091703355,0.12910798122065728,0,0,0,0,0,0
2020-05-08,133.44000244140625,0.6721224427546851,0.4771395076201641,0,0,0,0,0,0
2020-05-11,128.91000366210938,-0.431213003816948,0.6428571428571429,0,0,0,0,0,0
2020-05-12,125.22000122070312,-0.06233009768190818,0.9473684210526315,0,0,0,0,0,0
2020-05-13,121.5,0.6811906503045464,0.4661214953271028,0,0,0,0,0,0
2020-05-14,122.5199966430664,0.8070169425330882,0.3757292882147025,0,0,0,0,0,0
2020-05-15,120.0,0.03489422772180863,0.965034965034965,0,0,0,0,0,0
2020-05-18,135.44000244140625,0.14018748915119728,0.8824214202561118,0,0,0,0,0,0
2020-05-19,130.44000244140625,-0.5368003840305416,0.5732558139534883,0,0,0,0,0,0
2020-05-20,133.32000732421875,0.6748483595914452,0.4738675958188153,0,0,0,0,0,0
2020-05-21,139.0,0.8880783133391357,0.3352668213457077,0,0,0,0,0,0
2020-05-22,137.52999877929688,-0.03410745730568986,0.966396292004635,0,0,0,0,0,0
2020-05-26,144.72999572753906,-0.6552559493087174,0.4930555555555556,0,0,0,0,0,0
2020-05-27,149.52000427246094,-1.1426199772227188,0.22658959537572254,0,0,0,0,0,0
2020-05-28,149.82000732421875,0.21272723352671788,0.8198614318706697,0,0,0,0,0,0
2020-05-29,145.85000610351562,0.29063438586193246,0.7427912341407151,0,0,0,0,0,0
2020-06-01,151.38999938964844,1.1942093883557994,0.20967741935483872,0,0,0,0,0,0
2020-06-02,153.30999755859375,0.300212442631396,0.7376294591484465,0,0,0,0,0,0
2020-06-03,173.16000366210938,2.288810574128283,0.05747126436781609,0,0,0,0,0,0
2020-06-04,184.3000030517578,2.003611317163206,0.07692307692307693,0,0,0,0,0,0
2020-06-05,205.42999267578125,2.50559646058983,0.047018348623853214,0,0,0,0,0,0
2020-06-08,230.5,2.4728200697616445,0.049255441008018326,0,0,1,1,1,0
